,PARCHEGGIO,PROVINCIA,DENOMINAZIONE,SITO WEB,ACCESSO AI DISABILI,TELEFONO,COMUNE,INDIRIZZO,EMAIL,LAGO,FITNESS,SAUNA,ARIA CONDIZIONATA,ANIMALI AMMESSI,PISCINA,PISCINA COPERTA
4536,Falso,TREVISO,AGRITURISMO AL BAGOLARO - BOLZONELLO FABIO,www.albagolaro.it,Falso,0423665101 - 3384514540,CROCETTA DEL MONTELLO,Via Erizzo,info@albagolaro.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4537,Falso,TREVISO,AGRITURISMO AL BOTTENIGA - VISENTIN ERNESTO,www.albotteniga.wordpress.com,Falso,0422 307096 - 3465114529 - 3408995725,TREVISO,Via delle Fontanelle,alBotteniga@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4538,Falso,TREVISO,AGRITURISMO AL CASONAME - PIGOZZO ALESSIO,,Falso,0423468444 - 337504503 - 3282494462,CASTELLO DI GODEGO,Via Casoname,alcasoname@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4539,Falso,TREVISO,AGRITURISMO AL CASTAGNO - MARSURA CLARA,www.vecchioolivo.it,Falso,042384648 - 349-4431876,CROCETTA DEL MONTELLO,"Via Vittoria,",info@vecchioolivo.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4540,Falso,TREVISO,AGRITURISMO AL CAVALIERE - MANFRENUZZI CARLO,www.agriturismoalcavaliere.it,Falso,0438499061 - 3356170468 - 3491490613,MARENO DI PIAVE,Via della Vittoria,info@agriturismoalcavaliere.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4541,Falso,TREVISO,AGRITURISMO AL COL - STELLA CARLET DOMIZIA,www.alcol.tv,Falso,0438970658,FOLLINA,Via Col,info@alcol.tv,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4542,Falso,TREVISO,AGRITURISMO AL COVOLO - RACCANELLO TIZIANO,,Falso,0423538980,CRESPANO DEL GRAPPA,Via Covolo,"a.alcovolo@gmail.com, federica.racc@libero.it",Falso,Falso,Falso,Falso,Falso,Falso,Falso
4543,Falso,TREVISO,AGRITURISMO AL CREDAZZO - CHECH STELLA ANTONIA,www.alcredazzo.it,Falso,0438801458 - 3472526073,FARRA DI SOLIGO,Via Credazzo,info@alcredazzo.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4544,Falso,TREVISO,AGRITURISMO AL MONTELLO - COMAZZETTO ALFONSO,www.agriturismoalmontello.it,Falso,042384838,CROCETTA DEL MONTELLO,Via Gen. Vaccari,info@agriturismoalmontello.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4545,Falso,TREVISO,AGRITURISMO AL MONTICELLO - FAVRETTO NATALINA,www.agriturismoalmonticello.com,Falso,0423605451 - 3483331298,MONTEBELLUNA,Via Gen. Fiorone,info@agriturismoalmonticello.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4546,Falso,TREVISO,AGRITURISMO AL POZZO - DE MARCHI AMABILE,www.agriturismoalpozzo.it,Falso,0423476492 - 3348558454 - 3452955208,CASTELFRANCO VENETO,Via Cal di Monte,info@agriturismoalpozzo.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4547,Falso,TREVISO,AGRITURISMO ALTHE'A - DRUSIAN MARIKA,www.agriturismoalthea.it,Falso,0438560511 - 3337938652,VITTORIO VENETO,Via Confin,althea@agriturismoalthea.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4548,Falso,TREVISO,AGRITURISMO AL VECCHIO BORGO - BASSO ANTONIO,,Falso,0423563368 - 0423930573,PADERNO DEL GRAPPA,Via Fusere,alvecchioborgo.lisa@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4549,Falso,TREVISO,AGRITURISMO AL VECCHIO MORER - GATTO ALDO,,Falso,0423478164 - 3392282299 - 3357700216,VEDELAGO,Via Montello,alvecchiomorer@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4550,Falso,TREVISO,AGRITURISMO AL VECCHIO MULINO - SESSOLO ALFIO,www.vecchiomulino.net,Falso,0422853793 - 3482603386,ODERZO,Via del Vecchio Mulino,agriturismo@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4551,Falso,TREVISO,AGRITURISMO ARNERONI - BRUNELLO E PAOLETTI,www.arneroni.it,Falso,3450174703,CODOGNE',Via Arneroni,info@arneroni.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4552,Falso,TREVISO,AGRITURISMO BALCON - PICCOLIN FEDERICO,www.piccolin.it,Falso,0423973596 - 3803296091- 3388327773,VALDOBBIADENE,Strada dell'Erta,agriturismo.balcon@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4553,Falso,TREVISO,AGRITURISMO BARCO - DE FAVERI MARIO,www.agriturismobarco.com,Falso,0423566254 - 3405776184 - 3387817981,ALTIVOLE,Via Cornere,mariodefaveri@aliceposta.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4554,Falso,TREVISO,AGRITURISMO BEEHOUSE - BAGGIO ALESSANDRA,http://apicolturapiovesan.wix.com/apicolturapiovesan,Falso,0423542232 - 330296988,BORSO DEL GRAPPA,Via Carobbo,baggio.ale@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4555,Falso,TREVISO,AGRITURISMO BORGO D'ASOLO - LORO GIUSEPPE,www.borgodasolo.com,Falso,0423564032 - 3334853418,ALTIVOLE,Via Asolana,info@borgodasolo.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4556,Falso,TREVISO,AGRITURISMO BRESOLIN GIONATA,,Falso,3317683919,ODERZO,Via Maggiore di Piavon,gionatateam@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4557,Falso,TREVISO,AGRITURISMO BUSA DEA MESSA - GUZZO DARIO,www.busadeamessa.it,Falso,0423619919 - 3408140595,VOLPAGO DEL MONTELLO,Via Sernaglia,darioguzzo.bdm@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4558,Falso,TREVISO,AGRITURISMO CALRONCHE - PAVAN MAURO,www.calronche.it,Falso,0438981115,REFRONTOLO,Via Crevada,agcalronche@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4559,Falso,TREVISO,AGRITURISMO CAMPI DI GRANO - DE MARCO GIUSEPPE,www.agriturismocampidigrano.it,Falso,0422842423 - 3477183477,RONCADE,Via IV Novembre,info@agriturismocampidigrano.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4560,Falso,TREVISO,AGRITURISMO CAMPION - GATTO FERNANDO,www.campionspumanti.it,Falso,0423980432 - 0423982020 - 3387754718,VALDOBBIADENE,Via Campion,campionspumanti@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4561,Falso,TREVISO,AGRITURISMO CARUSO BIANCA,www.agriturismocaruso.it,Falso,042383517 - 3461768859,CORNUDA,Via La Valle,info@agriturismocaruso.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4562,Falso,TREVISO,AGRITURISMO CASADESERGIO - LOT SERGIO,www.casadesergio.it,Falso,3296205433,REFRONTOLO,Via Vittoria,lotsergioo@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4563,Falso,TREVISO,AGRITURISMO CASA ROSSA - VIDALLI RENATA,www.casarossatv.it,Falso,0422480812 - 3460359198,PAESE,Via Larghette,info@casarossatv.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4564,Falso,TREVISO,AGRITURISMO CASPINEDA - PINCIN ANTONIO,www.caspineda.com,Falso,3483012818 - 3926817719,MONTEBELLUNA,Via Bassanese,info@caspineda.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4565,Falso,TREVISO,AGRITURISMO CASTALDIA - FONTANA RITA,www.castaldia.it,Falso,043828348 - 348-8906924,MARENO DI PIAVE,"Via Castaldia, 8",info@castaldia.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4566,Falso,TREVISO,AGRITURISMO CASTELLO DI RONCADE - CIANI BASSETTI VINCENZO,www.castellodironcade.com,Falso,0422708736 - 340 0000908,RONCADE,Via Roma,info@castellodironcade.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4567,Falso,TREVISO,AGRITURISMO COL MAOR - PANDOLFO RENATA,www.colmaor.it,Falso,0423560105 - 3342327957,PEDEROBBA,Via Boschi,agriturismocolmaor@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4568,Falso,TREVISO,AGRITURISMO CORNOLERE - FORNER WALTER,www.agriturismo-cornolere.it,Falso,0423563139 - 3480117649 - 3384394501,CASTELCUCCO,Via Collalto,info@agriturismo-cornolere.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4569,Falso,TREVISO,AGRITURISMO COSTA D'OR - BUSO GIUSEPPE,,Falso,0423901051,VALDOBBIADENE,Via Zei,az.agr.costador@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4570,Falso,TREVISO,AGRITURISMO CRODA BIANCA - PARISOTTO LUIGI,www.agriturismocrodabianca.it,Falso,3311735643,CAVASO DEL TOMBA,Via G. Angelica,crodabianca@virgilio.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4571,Falso,TREVISO,AGRITURISMO CRODI - STEFANI LAURA,www.agriturismocrodialcontadin.com,Falso,0438960064 - 3383819369,MIANE,Via Capovilla,agricolacrodi@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4572,Falso,TREVISO,AGRITURISMO DA BALDISSAR - FOLTRAN SERGIO,,Falso,0438787151,SAN PIETRO DI FELETTO,Via Mire,agriturismosergiofoltran@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4573,Falso,TREVISO,AGRITURISMO DAI CARONI - CARRON RENZO,,Falso,0423567891 - 0423964903 - 3356801431,SAN ZENONE DEGLI EZZELINI,Via Bosco,agriturismodaicaroni@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4574,Falso,TREVISO,AGRITURISMO DAL MORO - BARBAN SIMONE,www.agriturismodalmoro.it,Falso,0423 482317 - 349 6714008,CASTELFRANCO VENETO,Via Favaretti,info@agriturismodalmoro.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4575,Falso,TREVISO,AGRITURISMO DAL PIAN - DE NARDI ROBERTO,www.agriturismodalpian.it,Falso,043857974 -  349 6683193 - 340 7837544,VITTORIO VENETO,Via Rindola Bassa,agri.dalpian@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4576,Falso,TREVISO,AGRITURISMO DA LUCA CORIN - DE LUCA SILVIO,www.dalucacorin.it,Falso,0438 970154 - 328 4849479,FOLLINA,Via Such,info@dalucacorin.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4577,Falso,TREVISO,AGRITURISMO DA MUNER - MORGAN FRANCESCO,www.agriturismodamuner.com,Falso,0438978033,PIEVE DI SOLIGO,Via San Zuanet,info@damuner.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4578,Falso,TREVISO,AGRITURISMO DA NINOTI - FAVARO GUIDO,www.ninoti.it,Falso,0422435100 - 3662889885,TREVISO,Via Noalese,info@ninoti.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4579,Falso,TREVISO,AGRITURISMO DA NOEMI - CANNATA INES,,Falso,0423871163 - 3355920633 - 3348224756,VOLPAGO DEL MONTELLO,Via L. Pastro,agridanoemi@live.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4580,Falso,TREVISO,AGRITURISMO DEI CILIEGI - COHEN MONICA ANNA,www.agriturismodeiciliegi.it,Falso,04221561638 - 3890186237,ZERO BRANCO,Via Noalese,info@agriturismodeiciliegi.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4581,Falso,TREVISO,AGRITURISMO DELLA BELLA - ZANELLA ANNAGRAZIA,,Falso,0422773269,NERVESA DELLA BATTAGLIA,Via U. Sacco,remdell@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4582,Falso,TREVISO,AGRITURISMO DEMETRA - TORRESAN BIANCA,www.agriturismodemetra.com,Falso,0422444497 - 0422928103 - 3487451312,SPRESIANO,Via Isonzo,info@agriturismodemetra.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4583,Falso,TREVISO,AGRITURISMO DOLCE COLLE - MICHIELIN DENIS,www.dolcecolle.it,Falso,0423604886 - 3381165898,VOLPAGO DEL MONTELLO,Via Medaglie d'Oro,info@dolcecolle.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4584,Falso,TREVISO,AGRITURISMO DON CHISCIOTTE - ZANUS ANDREA,www.daldonchisciotte.it,Falso,3471553340 - 3357215858,FOLLINA,Via San Liberale,casagrande.daniela@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4585,Falso,TREVISO,AGRITURISMO DUE CARPINI - DAVI' GIUSEPPE,www.duecarpini.it,Falso,0423900655 - 3471631342 -  3338752070,VALDOBBIADENE,Strada Menegazzi,info@duecarpini.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4586,Falso,TREVISO,AGRITURISMO DUE TORRI - AGOSTINETTO MANUEL,www.agriturismoduetorri.com,Falso,0423818034 - 3334017399,TREVIGNANO,Via Cornarotta,info@agriturismoduetorri.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4587,Falso,TREVISO,AGRITURISMO EL SESTERZIO - BRUGNERA ERMANNO,,Falso,3334168996 - 3201986074,ODERZO,Via Masotti,"neverar@hotmail.it, elsesterzio@gmail.com",Falso,Falso,Falso,Falso,Falso,Falso,Falso
4588,Falso,TREVISO,AGRITURISMO FORNO ANTICO - GUIZZETTI BARBARA,www.agriturismofornoantico.it,Falso,0423 930650 - 338 3235133,PADERNO DEL GRAPPA,Via Colli,info@agriturismofornoantico.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4589,Falso,TREVISO,AGRITURISMO FURLAN MORENO,www.agriturismofurlan.it,Falso,0438778267 - 3479675771,SAN VENDEMIANO,Vicolo Saccon,info@agriturismofurlan.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4590,Falso,TREVISO,AGRITURISMO GHISOLANA - DALL'EST LISA,www.agriturismoalcapitello.it,Falso,0423545167 - 3460035183,MONFUMO,"Via Sassetti, 5",info@agriturismoalcapitello.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4591,Falso,TREVISO,AGRITURISMO GIARDINO SOSPESO - FOLLADOR ROMILDA,www.giardinosospeso.it,Falso,3929299542,MIANE,"Piazza Squillace, 7",info@giardinosospeso.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4592,Falso,TREVISO,AGRITURISMO I CARRETTIERI DEL PIAVE - DE MARTIN ELIO & MARCO,www.icarrettieridelpiave.it,Falso,0422725422 - 3483591033,SPRESIANO,Strada delle Grentine,info@icarrettieridelpiave.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4593,Falso,TREVISO,AGRITURISMO IL BOSCO - LIVIERI ALESSANDRO,www.aziendagrituristicailbosco.it,Falso,0438552734 - 3473116774 - 337520319,VITTORIO VENETO,Via Prati di Savassa,"agriturismo.ilbosco@libero.it, fraliv@gmail.com",Falso,Falso,Falso,Falso,Falso,Falso,Falso
4594,Falso,TREVISO,AGRITURISMO IL CASCINALE - DOTTO GIOVANNI,www.agriturismoilcascinale.it,Falso,0422402203,TREVISO,Via Torre d'Orlando,info@agriturismoilcascinale.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4595,Falso,TREVISO,AGRITURISMO IL FOLLO - FOLLADOR VITTORIO,www.agriturismoilfollo.it,Falso,0423901092 - 3332153560 - 3493646270,VALDOBBIADENE,Via Follo,agriturismo@ilfollo.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4596,Falso,TREVISO,AGRITURISMO IL FRUTTETO - GRASSI LUCIANO,,Falso,041457109 - 3683978082 - 3280562161,MOGLIANO VENETO,Via Roette,info@ilfrutteto.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4597,Falso,TREVISO,AGRITURISMO IL PODERE - CREMASCO SUSANNA,www.amicidelpodere.it,Falso,0423464591 - 3802587127 - 3802587128,VEDELAGO,Via Papa Sarto,info@amicidelpodere.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4598,Falso,TREVISO,AGRITURISMO I PIAI DI ROLLE - WEGENAST DANIELA,,Falso,0438975050 - 3332624137,CISON DI VALMARINO,Via Piai Orientali,dweg@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4599,Falso,TREVISO,AGRITURISMO LA BARACHETA - MENEGHELLO ALDO,www.labaracheta.it,Falso,0423981121 - 3406131228,VALDOBBIADENE,Via Consumina,labaracheta@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4600,Falso,TREVISO,AGRITURISMO LA BELLA - BORTOLINI SILVANO,www.agriturismolabella.it,Falso,0438970309,FOLLINA,Via Ligonto,agriturismolabella@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4601,Falso,TREVISO,AGRITURISMO LA CASA VECCHIA - FOLLADOR EMANUELE,www.lacasavecchia.it,Falso,0423900160 - 3289748909,VALDOBBIADENE,Via Callonga,info@lacasavecchia.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4602,Falso,TREVISO,AGRITURISMO LA DOLZA - CURTO ENRICO,www.agriturismoladolza.it,Falso,043885940 - 3355304304 (ENRICO),FOLLINA,Via La Dolza,info@agriturismoladolza.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4603,Falso,TREVISO,AGRITURISMO LA MERIDIANA - BOLZONELLO MICHELE,www.agriturismo-lameridiana.com,Falso,0423665323 - 3488583054,CROCETTA DEL MONTELLO,Via Erizzo,info@agriturismo-lameridiana.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4604,Falso,TREVISO,AGRITURISMO LA PATERNA - BASSO GLORIA,www.agriturismolapaterna.com,Falso,0422882491 - 3477118124 - 336525002,GIAVERA DEL MONTELLO,Via A. Carretta,info@agriturismolapaterna.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4605,Falso,TREVISO,AGRITURISMO LA PREDILETTA - BATTISTEL PAOLO,,Falso,0422768083 - 3482826539 - 3331531446,MOTTA DI LIVENZA,Via Malgher,agrilaprediletta@icloud.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4606,Falso,TREVISO,AGRITURISMO LA RONDINE - ZANIN ALBERTO,www.agriturismolarondine.net,Falso,0423900177 - 3405285307 - 3403367745,VALDOBBIADENE,Strada Grappe,info@agriturismolarondine.net,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4607,Falso,TREVISO,AGRITURISMO LA VALLE - DE MARCH MAURIZIO,www.agrilavalle.com,Falso,0422775087 - 3484447183,NERVESA DELLA BATTAGLIA,Via U. Sacco,info@agrilavalle.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4608,Falso,TREVISO,AGRITURISMO LE 3 PERLE - MANZATO SILVANO,,Falso,0422804910 - 330537557,SALGAREDA,Via Bonetto,manzato-silvano@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4609,Falso,TREVISO,AGRITURISMO LE COLLINE - GANDIN GIUSEPPE,www.lecollinecozzuolo.it,Falso,0438560282 - 335 7157343,VITTORIO VENETO,Via San Mor,agriturismolecolline@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4610,Falso,TREVISO,AGRITURISMO LE DUE SORELLE - BEDIN PATRIZIA,,Falso,3489308988,RONCADE,Via Pantiera,info@gesiol.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4611,Falso,TREVISO,AGRITURISMO LE MESINE - GALLINA GINO,,Falso,0423980379 - 3485935448,VALDOBBIADENE,Via Cal Filigal,lemesine@alice.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4612,Falso,TREVISO,AGRITURISMO LE NOCI - CENEDESE DONATA,www.agriturismolenoci.net,Falso,0438925095 - 339 2014186,TARZO,Via Costarut,info@agriturismolenoci.net,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4613,Falso,TREVISO,AGRITURISMO LE PERVINCHE - LORENZON FRANCESCO,www.lepervinche.it,Falso,3472289508,REFRONTOLO,Via Molinetto,info@lepervinche.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4614,Falso,TREVISO,AGRITURISMO LE SPEZIE - SARDI ROBERTO,www.agriturismolespezie.it,Falso,04381736315 - 3299342198 - 3475632790,CONEGLIANO,Strada delle Spezie,info@agriturismolespezie.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4615,Falso,TREVISO,AGRITURISMO LE VELE - TONELLO SERGIO,,Falso,0423915534 - 3334113904,ALTIVOLE,Via Vallà,info@agriturismolevele.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4616,Falso,TREVISO,AGRITURISMO LE VIGNE - GARDENAL PAOLO,,Falso,0422717596 - 3468525510 - 3478324094,ODERZO,Via Postumia di Fratta,levigne64@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4617,Falso,TREVISO,AGRITURISMO LE VIGNE MOROSINA - CORVEZZO RUGGERO,www.agriturismolevignemorosina.com,Falso,0421327323,CESSALTO,Via Callunga,info@agriturismolevignemorosina.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4618,Falso,TREVISO,AGRITURISMO MAGRINE - SCREMIN FIGHERA GINO,www.magrine.it,Falso,0423420479 - 3480648253,CASTELFRANCO VENETO,Via Postioma,info.magrine@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4619,Falso,TREVISO,AGRITURISMO MELO IN FIORE - FOSCARINI RAFFAELE,www.meloinfiore.it,Falso,0423565205,MASER,"Via Caldretta, 41",info@meloinfiore.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4620,Falso,TREVISO,AGRITURISMO MEMENTO - STEFANI LAURA,www.agriturismocrodialcontadin.com,Falso,3383819369,FOLLINA,Via Altariol,agricolacrodi@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4621,Falso,TREVISO,AGRITURISMO MONDRAGON - TESSARI MANUELA,www.mondragon.it,Falso,0438933021,TARZO,Via Mondragon,info@mondragon.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4622,Falso,TREVISO,AGRITURISMO MORGAN ALESSANDRO,www.agriturismomorgan.it,Falso,0423301427 - 0423603031 - 3474525411,MONTEBELLUNA,Via Erizzo,info@agriturismomorgan.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4623,Falso,TREVISO,AGRITURISMO MORO BAREL - PAGOT SUSANNA,www.morobarel.it,Falso,0438560386,VITTORIO VENETO,"Via del Colle, 2",agriturismo@morobarel.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4624,Falso,TREVISO,AGRITURISMO NONNA MARIA - MARTIGNAGO TIZIANA,www.nonna-maria.com,Falso,0423619611 - 3287155159,MONTEBELLUNA,Via Lollini,info@nonna-maria.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4625,Falso,TREVISO,AGRITURISMO PORCALOCA - GAMBARO LUIGI,www.agriturismoporcaloca.it,Falso,0422822589,CASALE SUL SILE,Vicolo Schiavonia,info@agriturismoporcaloca.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4626,Falso,TREVISO,AGRITURISMO PRA' DEA CASERA - TORRESAN LUIGI,www.agritourmontegrappa.it,Falso,0423539010,CRESPANO DEL GRAPPA,"Via Monte Pertica, 72",carlabergamo3@gmail.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4627,Falso,TREVISO,AGRITURISMO PRATO FIORITO - DALLA PALMA LUIGINO,,Falso,042384411 - 337520778 - 3465410646,VOLPAGO DEL MONTELLO,Via G. Mancino,pratofiorito@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4628,Falso,TREVISO,AGRITURISMO PRIME GEMME - RUGGERI CESARE,www.primegemme.it,Falso,0423900192 - 0422885678 - 347 7727078,NERVESA DELLA BATTAGLIA,Via VIII Armata,info@primegemme.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4629,Falso,TREVISO,AGRITURISMO RECHSTEINER - STEPSKI-DOLIWA FLORIAN,www.rechsteiner.it,Falso,0422807128 - 3939275346,PONTE DI PIAVE,Via Monte Grappa,rechsteiner@rechsteiner.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4630,Falso,TREVISO,AGRITURISMO RICHETON - SEGATTO SERGIO,www.richeton.it,Falso,0434759831 - 3482623736,GAIARINE,Via Terraglio,richeton_agriturismo@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4631,Falso,TREVISO,AGRITURISMO RINALDI - ZANETTE RAFFAELE,www.agriturismorinaldi.com,Falso,3493267562,CONEGLIANO,Via Santissima Trinità,info@agriturismorinaldi.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4632,Falso,TREVISO,AGRITURISMO RIVA DEI TOR - PEDERIVA GIAN PIETRO,www.rivadeitor.it,Falso,0438893540 - 3473701809 - 3331313861,MIANE,Via Casale Vacca,info@rivadeitor.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4633,Falso,TREVISO,AGRITURISMO RIVA DE MILAN - BERNARDI VALENTINO,www.agriturismorivademilan.it,Falso,0423973496 - 0423973030,VALDOBBIADENE,Via Erizzo,info@agriturismorivademilan.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4634,Falso,TREVISO,AGRITURISMO RIVE DI SOLIGHETTO - SPAGNOL MARCO,www.rivedisolighetto.it,Falso,3887262401 - 3471423022,PIEVE DI SOLIGO,Via F. Fabbri,info@coldelsas.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4635,Falso,TREVISO,AGRITURISMO ROCCAT - CODELLO CLEMENTE,www.roccat.com,Falso,0423972839,VALDOBBIADENE,Via Roccat e Ferrari,info@roccat.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4636,Falso,TREVISO,AGRITURISMO SANT'ANDREA - MARTIGNAGO MADDALENA,www.agrsantandrea.it,Falso,0423565358,MASER,"Via Cornuda, 72",info@agrsantandrea.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4637,Falso,TREVISO,AGRITURISMO SANT'ANNA - FELTRIN ROBERTO,www.agriturismosantanna.it,Falso,0422260446 - 340 3171773,TREVISO,Via Casette,info@agriturismosantanna.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4638,Falso,TREVISO,AGRITURISMO SAN VALENTINO - BASSO VINETTA,,Falso,0422798942 - 3489139112,MONASTIER DI TREVISO,Via Pozzetto,info.sanvalentino@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4639,Falso,TREVISO,AGRITURISMO TERRA DI ZOSAGNA - ZANGRANDO ANTONIO,www.terradizosagna.com,Falso,0422600428 - 3461244774 - 3480392617,BREDA DI PIAVE,Via Dal Vesco,terradizosagna@libero.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4640,Falso,TREVISO,AGRITURISMO VAL DE ROA - TORRESAN FEDERICA,www.agriturismovalderoa.com,Falso,0423538085 - 3343346569,CRESPANO DEL GRAPPA,Via Val de Roa,info@agriturismovalderoa.com,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4641,Falso,TREVISO,AGRITURISMO VECCHIO OLIVO - MARSURA CLARA,www.vecchioolivo.it,Falso,042384648 - 0422771307 - 3494431876,NERVESA DELLA BATTAGLIA,Via Carretta,info@vecchioolivo.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
4642,Falso,TREVISO,AGRITURISMO VECCHIO TORNIO - ANTONIAZZI MARIA GIOVANNA,www.vecchiotornio.it,Falso,0438840438 - 3663328010 - 3460099471,SUSEGANA,Via Cucco,info@vecchiotornio.it,Falso,Falso,Falso,Falso,Falso,Falso,Falso
